"finding_id","evaluator(s)","merged_from","merged_finding_ids","artefact","doc_type","engagement_type","section_ref","severity","category","title","evidence_quote_or_observation","expected","framework_refs","recommendation_text","effort","owner_hint","confidence"
"lifecycle-physocq-009","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-physocq-009","inputs/Physical & Social/PhysicalSocial_Questionnaire_Process_v1.0.docx","template","cross-cutting","(document-wide)","medium","scope-gap","Social-engineering and tailgating posture not surveyed","Despite the parent process being titled 'Physical & Social', the questionnaire surveys badges, doors, CCTV and shredders but does not ask about anti-tailgating controls, security-awareness training, phishing-vishing posture, visitor-escort enforcement, or evidence-handling for social engineering. <missing>","Question blocks covering tailgating mitigations (mantraps, turnstile enforcement), visitor escort policy and enforcement, social-engineering training cadence, and reception-side handling of unsolicited callers/visitors.","OSSTMM:OSSTMM Human Security channel — social engineering posture; MITRE-ATTACK:ATT&CK T1200 (Hardware Additions), T1566 (Phishing) — physical/social adversary techniques","Add a Social Engineering and Tailgating block covering visitor-escort enforcement, anti-tailgating measures, awareness training cadence, and reception protocol for unsolicited contacts.","M","Red team lead + Awareness team","high"
"lifecycle-threatscenarios-009","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-threatscenarios-009","inputs/Engagements/0. Threat Scenarios/ThreatScenarios_Process_v1.1.docx","engagement-sop","threat-scenario","Planning / CODENAME","low","naming-convention","CODENAME section does not state the convention or pattern to use","'It should be registered alongside the corresponding Threat Scenarios, linking the codename with the scope and a brief explanation on why it was chosen … The codename should not reveal any information about the target or the techniques being used.'","Per Euronext's engagement-types reference, a Threat Scenario must require a codename but the fictional-character theme is not mandatory; the doc should still state which convention (theme, length, format) Threat Scenarios use, even if it is 'free choice subject to non-revelation'.","PTES:PTES Pre-engagement — engagement identifiers","Document the Threat-Scenario codename convention explicitly (theme or 'no theme', allowed character set, register location). Cross-reference the Exercises and Operations conventions so the difference is intentional, not accidental.","S","Red team lead","medium"
"lifecycle-threatscenarios-015","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-threatscenarios-015","inputs/Engagements/0. Threat Scenarios/ThreatScenarios_Process_v1.1.docx","engagement-sop","threat-scenario","Planning / Threat Actors","low","ambiguity","Threat-actor selection guidance focuses on insiders but does not exclude relevant external actors","'Since most targets and scope are internal, the main Threat Actors considered are malicious insiders that want to impact the company.' — followed by an insider-only example table (Unauthorized User / Regular Plague User / Privileged Plague User).","Acknowledgement that for internet-exposed internal tools (e.g. SaaS-hosted GitLab, externally reachable CI/CD) external actors with stolen credentials, supply-chain attackers and contractors are also valid Threat-Scenario actors, with a one-line decision rule for when to include them.","MITRE-ATTACK:MITRE ATT&CK Enterprise — Initial Access tactic (Cited from memory.)","Update the Threat Actors guidance to include external-actor archetypes (compromised contractor, stolen-credential external attacker, supply-chain compromise) as candidates whenever the in-scope tool is reachable from outside the corporate perimeter or via a third party.","S","Red team lead with Threat intel","medium"
"lifecycle-threatscenarios-016","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-threatscenarios-016","inputs/Engagements/0. Threat Scenarios/ThreatScenarios_Process_v1.1.docx","engagement-sop","threat-scenario","Planning / Scenarios Description","low","improvement-opportunity","LLM-assisted scenario generation is recommended without guardrails on confidentiality / hallucination","'Additionally, operators can also take advantage of AI and LLMs to request it to provide an overview of the Tool and the main Threat Scenarios that could be executed by Threat Actors to impact the Tools functionality.' — added in revision 1.1 per the version table.","A short note on which LLM tools are approved, what data may be shared with them (no codename, no internal-only tool names, no real account details), and a reminder that LLM output must be peer-reviewed before it enters Planning, given hallucination risk.","OTHER:Internal AI / data-handling policy (Cite the relevant Euronext AI usage policy when populated.)","Add a short paragraph to Scenarios Description on approved LLM use: which tools are approved, what may not be shared (codenames, real internal tool names, credentials), and that LLM output must be peer-reviewed before adoption.","S","Red team lead","medium"
"lifecycle-operations-012","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-operations-012","inputs/Engagements/1. Operations/Operations_Process_v1.0.docx","engagement-sop","operation","Red Team Test / OPLOGS","low","ambiguity","OPLOG storage and integrity controls are unspecified","As an example, members can use One Note to keep all this information as seen in the example in Figure 4. Keep in mind that each member can choose the best note-keeping format for themselves, as long as the same information is stored.","A central, access-controlled, tamper-evident store for OPLOGs (e.g. shared GhostWriter / Sharepoint with audit trail) so that deconfliction queries and post-engagement review do not depend on individual notebooks.","PTES:PTES Reporting / evidence handling; NIST-800-115:NIST SP 800-115 §6 Reporting and Post-Testing","Mandate a central OPLOG repository with access control and audit trail; permit individual note-taking only as a working copy that is mirrored daily into the central store.","S","Red team lead","high"
"lifecycle-operations-013","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-operations-013","inputs/Engagements/1. Operations/Operations_Process_v1.0.docx","engagement-sop","operation","Closure","low","ambiguity","Clean-up step is described as a final note rather than a tracked phase","Finally, any test accounts, dropped files or other modifications which were created should be communicated to the WT to be disabled or removed, as appropriate, together with any associated content.","Clean-up should be a tracked checklist (artefact-by-artefact: accounts, implants, files, scheduled tasks, registry keys, infrastructure) signed off by RT and WT before the engagement is closed.","PTES:PTES Post-Engagement / Cleanup; NIST-800-115:NIST SP 800-115 §6 Reporting and Post-Testing","Replace the closing sentence with a Clean-Up checklist (per-artefact rows) that the RT operator and WT must jointly sign off; tie it to closure of the engagement ticket.","S","Red team lead / White team","high"
"lifecycle-exercises-013","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-exercises-013","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Data Handling","low","ambiguity","Data-handling references the US 'Privacy of Information Act (PIA)' instead of GDPR / EU regimes","'During the engagement, the operator will not intentionally compromise Privacy of Information Act (PIA), medical, justice, worship or religious pursuit, or any other protected or privileged information'. Euronext is an EU-regulated group; the appropriate references are GDPR, ePrivacy, MAR/MiFID-related confidentiality, and any local data-protection regimes.","Replace 'Privacy of Information Act (PIA)' with EU-relevant references (GDPR personal data; market-sensitive / inside information under MAR; client data under MiFID II) and align category names accordingly.","OTHER:Regulation (EU) 2016/679 (GDPR), Articles 5-6 (Cited from memory; verify against live regulation text.)","Update the Data Handling section to reference GDPR (personal data), market-sensitive / inside information (MAR), client/financial data, and remove the US-style 'Privacy of Information Act' wording.","S","Legal/Risk + Red team lead","medium"
"lifecycle-exercises-014","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-exercises-014","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Document-wide","low","ambiguity","Document-wide drift between 'Exercise' and 'Operation' terminology","The document is titled and scoped as the Exercises process, but uses 'Operation' interchangeably (e.g. 'choose a unique codename for the operation', 'document the profiles of potential threat actors that will be emulated during the RT operation'). Within the Euronext taxonomy, Exercise and Operation are distinct engagement types.","Use 'Exercise' consistently throughout the document. Reserve 'Operation' for the Operations process doc.","OTHER:Euronext red team engagement-types taxonomy (Internal; placeholder pending references/euronext-internal-taxonomy.md.)","Search/replace 'operation' with 'exercise' everywhere except where a deliberate cross-reference is intended; align with the Exercise / Operation / Threat Scenario taxonomy.","S","Red team lead","high"
"tdora-exercises-015","tiber-dora-alignment","tiber-dora-alignment","tdora-exercises-015","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Teams & Responsibilities","low","naming-convention","Terminology drift: 'White Team' usage may diverge from TIBER-EU 'White Team' role definition","'White Team (WT) - Link between the RT and the BT, and consists of employees who can escalate and de-escalate with both teams. Informed of all attacks by the Red Team and is mandated to start, stop and approve attacks.' This conflates aspects of the TIBER-EU White Team and Control Team roles.","Where TLPT framing applies, separate White Team and Control Team responsibilities per TIBER-EU; or, if a single combined function is intended, document the conscious deviation and rationale.","TIBER-EU:TIBER-EU v2 Roles (White Team, Control Team) (Cited from memory; verify against live framework text.)","Clarify WT/CT split for TLPT-framed Exercises (or document the deliberate combination). Keep current single-WT model for non-TLPT Exercises.","S","Red team lead + Compliance","low"
"lifecycle-bhe-005","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-bhe-005","inputs/Methodology/BloodhoundEnterprise_Process_v0.1.docx","methodology","cross-cutting","Access Management","low","ambiguity","Acronym 'AET' used without definition","'Access to Euronext BloodHound tenant is fully managed by AET, and access to it is restricted to members of the team.' AET is never expanded.","Acronyms expanded on first use, especially when they identify the access-management owner of a sensitive tool.","PTES:Reporting — clarity of ownership (Generic documentation hygiene anchor.)","Expand AET on first use and link to the team charter / RACI; add a glossary if more in-house acronyms are introduced.","S","Red team lead","high"
"lifecycle-bhe-015","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-bhe-015","inputs/Methodology/BloodhoundEnterprise_Process_v0.1.docx","methodology","cross-cutting","Versioning","low","completeness-gap","Document is at v0.1 'First Draft' and 16 months old without review evidence","'| 0.1 | 15 Jan 2024 | Renato Cruz | First Draft |' — no further revisions and no review/owner/next-review-date metadata.","Document control block with owner, approver, next-review date, and a path out of 'Draft' status; long-lived 0.1 drafts on operational tooling are an audit risk.","DORA:Art. 5 — ICT governance / documented policies and procedures","Promote the document out of Draft, add owner / approver / next-review-date in a control block, and schedule an annual review.","S","Red team lead","high"
"lifecycle-rtmeth-015","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-rtmeth-015","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","OPLOGS","low","ambiguity","OPLOG free-format ('OneNote example') with no central retention or chain-of-custody rules","'…members can use One Note to keep all this information… Keep in mind that each member can choose the best note-keeping format for themselves, as long as the same information is stored.'","OPLOGs should have a central, immutable storage location with retention rules, chain-of-custody requirements, and access controls — particularly because the doc itself notes OPLOGs may be used in IR/forensics.","NIST-800-115:NIST SP 800-115 §5 Test Execution — log management; TIBER-EU:TIBER-EU v2 (general) — evidence preservation","Define a central OPLOG location (shared, access-controlled), a minimum retention period, chain-of-custody / read-only export expectations, and a rule that personal OneNotes are working copies that must be transferred to the central log at engagement close.","S","Red team lead","medium"
"lifecycle-rtmeth-018","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-rtmeth-018","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","Versioning","low","ambiguity","Versioning shows last update Oct 2024 (v0.3) and version still pre-1.0 for the central methodology","Versioning table: '0.1 18 Jul 2022 First Draft / 0.2 28 Oct 2024 Added Purple Teaming / 0.3 31 Oct 2024 Referenced Bag of Tricks and moved technical commands there, added Forbidden attacks and Domain Setup'.","The team's central methodology document should be at a published, approved version (e.g. 1.x) with a documented review cadence, owner, and approval signature line. A draft (0.x) central methodology is a governance gap.","TIBER-EU:TIBER-EU v2 (general) — documented procedures","Promote the methodology to v1.0 once the gaps in this review are closed, add an approval/signoff line and an explicit review cadence (e.g. annual), and name a document owner.","S","Red team lead","high"
"lifecycle-rtmeth-019","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-rtmeth-019","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","Introduction (engagement matrix)","low","internal-inconsistency","Engagement-type matrix referenced but unreadable in ingested content (axis labels duplicated, no axis values)","'These different concepts can be visualized on the following matrix… Adversary EmulationAdversary Emulation StealthStealthBlue Team co-opBlue Team co-op Custom Tools/ExploitsCustom Tools/Exploits' — the embedded matrix did not extract and the prose label dump is non-informative.","Either the matrix renders correctly with placement of each engagement type along stealth and APT-emulation axes, or the prose alone unambiguously describes those positions.","PTES:PTES Pre-engagement Interactions","Replace the embedded matrix with either a properly captioned figure that survives DOCX export, or a small text table that places Threat Scenario / Operation / Exercise along the stealth and adversary-emulation axes explicitly.","S","Red team lead","medium"
"tdora-rtmeth-012","tiber-dora-alignment","tiber-dora-alignment","tdora-rtmeth-012","inputs/Methodology/RedTeam_Methodology_v0.3.docx","methodology","cross-cutting","OPSEC / Domain Setup","low","ambiguity","Terminology drift: 'WT' used but undefined; 'white cards (leg ups)' not aligned with TIBER-EU 'leg-ups'","Data Handling: 'WT Point of Contact should be promptly contacted to confirm the type of data of the files'. Scoping: 'consider the use of white cards (leg ups) to emulate these type of attacks'. The doc never defines White Team or maps 'white cards' to TIBER-EU 'leg-ups'.","The methodology should define White Team (TIBER-EU term) and align internal vocabulary ('white cards', 'leg ups') with the TIBER-EU 'leg-up' concept used during the RTT phase.","TIBER-EU:TIBER-EU v2 (general) — White Team and leg-ups","Add a glossary entry for White Team (WT) and align 'white cards / leg ups' wording with TIBER-EU 'leg-ups' so reviewers and auditors can map the terminology.","S","Red team lead","medium"
"lifecycle-research-011","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-research-011","inputs/Methodology/Research_Methodology_v0.2.docx","research-process","cross-cutting","Research Repository","low","missing-evidence","Research Repository governance light on access control, retention, and classification","""these tasks are created in the REDS Jira project that only the RT has access to, to avoid leaking sensitive operational information to other teams."" Access boundary is asserted but no classification scheme, retention policy, or break-glass / audit access process is described.","Documented data-classification, retention, and audited break-glass access for the Research Repository so that sensitive offensive content is governed in line with internal policy.","OTHER:ISO/IEC 27001 A.5.12 / A.5.15 - classification and access control (Generic infosec anchor for repository governance.)","Document classification, retention, and audited access patterns for the Research Repository and the REDS Jira project; cross-reference internal data-classification policy.","S","Red team lead + Legal/Risk","medium"
"lifecycle-research-012","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-research-012","inputs/Methodology/Research_Methodology_v0.2.docx","research-process","cross-cutting","Process Overview","low","ambiguity","Knowledge-capture mechanism named but not anchored: Research Repository is the wiki/register/deck?","""a central source of truth for research outputs that supports RT Exercises, Operations, Threat Scenarios, and Purple Teaming."" The doc names the Research Repository and the Tool Repository but does not explicitly tag this as the team's knowledge-capture / lessons-learned register, nor describe how operators surface lessons learned beyond Jira tasks.","Single, named knowledge-capture mechanism (wiki page, register, or deck) explicitly identified as the team's lessons-learned home with clear ownership.","PTES:PTES Post-engagement - lessons learned","Explicitly designate the Research Repository (or a sibling wiki) as the lessons-learned register, with an owner and a cadence for review.","S","Red team lead","medium"
"lifecycle-research-013","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-research-013","inputs/Methodology/Research_Methodology_v0.2.docx","research-process","cross-cutting","Process Overview / Figure 1","low","missing-evidence","Figure 1 referenced but no diagram present in this artefact","""aligned with the workflow presented in Figure 1."" and ""Figure 1 - Research Process Flow"". The ingested workdir contains content.md and meta.json but no diagram.json or captions.md for this artefact - the figure is referenced but not analysable from this docx.","Either embed the diagram in the docx (so ingestion captures it) or cross-reference the canonical .drawio file (a research-process-v0-7.drawio exists separately under inputs/Methodology/Diagrams/) so reviewers can confirm prose/diagram coherence.","PTES:PTES Reporting - illustrative artefacts","Either embed Figure 1 in the docx or link the canonical .drawio path so prose-to-diagram coherence can be reviewed in one pass.","S","Document author","high"
"lifecycle-research-014","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-research-014","inputs/Methodology/Research_Methodology_v0.2.docx","research-process","cross-cutting","Versioning","low","naming-convention","Document at v0.2 - sub-1.0 status not flagged for downstream consumers","Versioning table shows only revisions 0.1 (First Draft, 21 Jan 2026) and 0.2 (Document Revision, 27 Jan 2026); no Status field (Draft / Approved) and no approver.","A Status row (Draft / Reviewed / Approved) and named approver so downstream engagement SOPs do not depend on an unapproved methodology.","PTES:PTES Pre-engagement - documented methodology baseline","Add Status and Approver fields to the version table; mark v0.2 as Draft until reviewed by the red team lead.","S","Document author","high"
"lifecycle-physoc-017","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-physoc-017","inputs/Physical & Social/PhysicalSocial_Process_v1.0.docx","engagement-sop","cross-cutting","Questionnaire","low","ambiguity","Maturity / Vulnerability Score formulae are referenced but not rendered","""Ni is the number of vulnerabilities per Severity level where N1 is for Low vulnerabilities and N4 is for Critical vulnerabilities, Nmax is the maximum number of vulnerabilities that could be opened by the Questionnaire, which at the moment of writing is 26 and imax is the maximum score that a Severity level has, which is 4 for Critical vulnerabilities: / Next step calculates the Controls Coverage ... / Finally, both metrics are combined to get a Maturity score ..."". The text refers to formulae for Vulnerability Score, Controls Coverage and Maturity but the actual equations are absent in the converted markdown.","Either inline formulae (with definitions of every variable) or a reference to a maintained calculation spreadsheet so reviewers can reproduce the Maturity score.","PTES:PTES Reporting","Render the formulae (LaTeX or image with alt-text) inline and provide a worked example so the Maturity calculation is reproducible.","S","Red team lead","medium"
"tdora-physoc-012","tiber-dora-alignment","tiber-dora-alignment","tdora-physoc-012","inputs/Physical & Social/PhysicalSocial_Process_v1.0.docx","engagement-sop","cross-cutting","document-wide","low","naming-convention","TIBER-EU terminology not used (no White Team, Control Team, TI provider, attestation)","<missing> - none of the canonical TIBER-EU role names (White Team, Control Team, TI provider, RT provider, TIBER Cyber Team) appear; the closest is 'Local CISO and Local Facilities Manager' acting as the secrecy circle.","Where TLPT applies, the document uses the canonical TIBER-EU role names and maps the existing local actors onto them so audit conversations are unambiguous.","TIBER-EU:TIBER-EU v2 actors taxonomy","When publishing the TLPT addendum, adopt TIBER-EU role names and provide a mapping from the existing 'Local CISO / Local Facilities Manager' wording to White Team / Control Team membership.","S","Red team lead","high"
"lifecycle-physocq-010","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-physocq-010","inputs/Physical & Social/PhysicalSocial_Questionnaire_Process_v1.0.docx","template","cross-cutting","Guidance — Stolen Asset Incident Response","low","ambiguity","Stolen-asset IR section does not link to the corporate IR process or define notification timing","""The location should follow the group-wide procedure defined. Information must include whether a specific procedure exists or whether the group-wide incident response process is followed.""","A direct reference (name + version) to the group-wide Incident Response procedure, plus a notification timing requirement (e.g. report within X hours) and named on-call contact.","DORA:DORA Art.17-19 — ICT-related incident management, classification and reporting (Verify against the live regulation text.)","Cite the group-wide IR procedure by name and version, and specify the notification timing and reporting channel for stolen physical assets.","S","IR / SOC liaison","low"
"lifecycle-physocq-011","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-physocq-011","inputs/Physical & Social/PhysicalSocial_Questionnaire_Process_v1.0.docx","template","cross-cutting","Guidance","low","completeness-gap","Several figure references but no rendered diagrams; reproducibility of evidence is at risk","The document references 'Figure 1 - Example security perimeter', 'Figure 2 - Example Access Control mechanism', 'Figure 3 - Example reception area', 'Figure 4 - Example power supply', 'Figure 5 - Example intruder detection system', 'Figure 6 - Example physical access logs', 'Figure 7 - Example badge' — none are present in the ingested markdown.","Either embed the figures (or stable links to a referenced annex) so respondents have unambiguous examples, and ensure the source .docx survives ingestion (no image-only content lost).","PTES:PTES Reporting — evidence presentation standards","Re-export the document with figures embedded, or maintain an Annex (PDF) with worked examples; verify ingestion captures them.","S","Red team lead","high"
"lifecycle-physocq-012","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-physocq-012","inputs/Physical & Social/PhysicalSocial_Questionnaire_Process_v1.0.docx","template","cross-cutting","Guidance — Physical Access Logs","low","ambiguity","Typo / wording — 'wether' instead of 'whether'","""information must include wether logs are maintained and how (manual or electronic), what information is recorded (visitor identity, purpose, timestamps) and the retention period.""","Correct spelling ('whether'). Minor but affects perception of document maturity in audit settings.","PTES:PTES Reporting — clarity and quality of artefacts","Spell-check pass; fix 'wether' to 'whether' and review for similar typos.","S","Red team lead","high"
"tdora-threatscenarios-001","tiber-dora-alignment","tiber-dora-alignment","tdora-threatscenarios-001","inputs/Engagements/0. Threat Scenarios/ThreatScenarios_Process_v1.1.docx","engagement-sop","threat-scenario","Whole document","informational","completeness-gap","Document does not claim TLPT / TIBER-EU alignment; engagement type is Threat Scenario, which is not TLPT-eligible","Searched for the terms 'TIBER', 'TLPT', 'DORA', 'threat intelligence provider', 'control team', 'white team', 'attestation', 'mutual recognition', 'lead overseer', 'competent authority' across the artefact. None appear. The document positions itself as 'the Red Team methodology that all Red Team members should adhere to when performing a Threat Scenario against a critical company tool, application or process' — i.e. an internal demonstrative engagement, not advanced threat-led testing under DORA Art.26.","For a Threat Scenario this is the correct posture: per Euronext's engagement-types reference, Threat Scenarios are internal control validation, useful evidence for DORA operational resilience testing but not themselves TLPT. This finding records the determination explicitly so the audit trail is clear, and serves as the gating reference for the reduced gap-analysis findings that follow.","DORA-TLPT:DORA Art.26 (general) — TLPT applies to advanced threat-led testing of critical or important functions (Cited from memory; verify against the live regulation text and the related RTS on TLPT before relying on this in an audit response.); TIBER-EU:TIBER-EU v2 (general) — scope of red team testing under TIBER","Keep the current framing. Optionally add a one-line statement near the Introduction that this process is not TLPT and that TLPT-scoped engagements follow the Exercise process under TIBER-EU. Verify the framework references against the live DORA regulation text and RTS on TLPT.","S","Red team lead with Compliance","low"
"lifecycle-operations-014","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-operations-014","inputs/Engagements/1. Operations/Operations_Process_v1.0.docx","engagement-sop","operation","Deconfliction","informational","improvement-opportunity","Deconfliction process references Figure 2 that is not present in the ingested content","Figure 2 - Deconfliction Process","Either embed the deconfliction figure inline in this SOP or cross-reference the deconfliction diagram artefact (resources/diagrams/deconfliction) explicitly so a reader can locate it without context.","PTES:PTES Pre-engagement / communication channels","Add an explicit cross-reference to the deconfliction diagram (resources/diagrams/deconfliction.drawio) in the Deconfliction section, including a one-line summary of the workflow it depicts.","S","Red team lead","medium"
"lifecycle-operations-016","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-operations-016","inputs/Engagements/1. Operations/Operations_Process_v1.0.docx","engagement-sop","operation","Research & Preparation","informational","improvement-opportunity","Attack-path prioritisation table is informative but not linked to a governing register","In order to evaluate findings from Bloodhound, the RT makes use of the Attack Paths management file, which is used to help prioritize attack paths. ... As an example, please find on the table below, a summarized example of how one could fill an entry in this Attack Path management, to decide whether a certain path is exploitable or reported.","The Attack Paths management file should be referenced as a named, version-controlled register with an owner, review cadence, and link from this SOP, so that prioritisation decisions are reproducible and auditable.","MITRE-ATTACK:ATT&CK detection / mitigation mapping","Cross-reference the Attack Paths management file from this SOP, name its owner and review cadence, and ensure each Operation's chosen paths are pulled from it (rather than ad-hoc) for traceability.","S","Red team lead","medium"
"tdora-operations-001","tiber-dora-alignment","tiber-dora-alignment","tdora-operations-001; tdora-operations-006","inputs/Engagements/1. Operations/Operations_Process_v1.0.docx","engagement-sop","operation","Whole document","informational","improvement-opportunity","SOP makes no reference to TIBER-EU or DORA TLPT; positioning vs the regulator-aligned framework is not stated","<missing> (no occurrences of TIBER, TLPT, DORA, threat intelligence provider, control team, attestation, lead overseer, or competent authority in the document)","An Operations SOP for a regulated financial market infrastructure should at minimum state where Operations sit relative to TIBER-EU / DORA TLPT (e.g. 'Operations are an internal control validation activity and are not TLPT; TLPT is governed by [other doc]'). This avoids audit confusion.","DORA-TLPT:DORA Art.26 (general) (Cited from memory; verify against live text of Regulation (EU) 2022/2554 Art.26.); TIBER-EU:TIBER-EU v2 (general); OTHER:TIBER-NL / TIBER-BE / TIBER-FR / TIBER-LU / TIBER-IT national implementations (National TIBER implementations - verify each NCA's current guidance.); DORA:DORA national transposition (general)","Add a one-paragraph 'Regulatory positioning' note clarifying that Operations are internal scenario-driven testing and are NOT TLPT, with a forward reference to the document that does govern TLPT-aligned engagements (likely the Exercises SOP or a dedicated TLPT procedure). Verify the exact DORA / TIBER-EU clauses cited against the live regulation text.","S","Red team lead / Risk-Compliance","low"
"lifecycle-exercises-011","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-exercises-011","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Introduction; Phases Description","informational","improvement-opportunity","Doc is silent on TIBER-EU / DORA-TLPT applicability for Exercises","<missing> No mention of TIBER-EU, TLPT, DORA, control team, attestation, lead overseer, mutual recognition. Yet Exercises are the most likely candidate to be run as TIBER-EU / DORA TLPT in a regulated entity.","A short paragraph in the Introduction stating when the Exercise process is, or is not, run under TIBER-EU / DORA-TLPT framing, and pointing to a TLPT-specific addendum where applicable. (Detailed TLPT gaps are owned by the tiber-dora-alignment evaluator.)","TIBER-EU:TIBER-EU v2 (general) (Cited from memory; verify against live framework text.); DORA-TLPT:DORA Art.26-27 (general) (Cited from memory; verify against live regulation text.)","Add an Introduction paragraph noting that the Exercise may be performed as a TIBER-EU / DORA TLPT and that, when so framed, the addendum 'Exercise as TLPT' applies (control team, TI provider independence, attestation, etc.).","S","Red team lead + Compliance","high"
"tdora-exercises-001","tiber-dora-alignment","tiber-dora-alignment","tdora-exercises-001","inputs/Engagements/2. Exercises/Exercises_Process_v1.1.docx","engagement-sop","exercise","Document-wide","informational","regulatory-misalignment","Exercise SOP does not position itself relative to TIBER-EU / DORA TLPT","<missing> The full text of Exercises_Process_v1.1.docx contains no occurrence of 'TIBER', 'TLPT', 'DORA', 'attestation', 'control team', 'lead overseer', 'mutual recognition', 'competent authority', or 'threat intelligence provider' as a regulator-defined role.","An Exercise SOP for a regulated EU financial-market infrastructure should explicitly state when an Exercise is, and is not, run as a TIBER-EU / DORA TLPT, and reference the TLPT-specific addendum that governs that case.","DORA-TLPT:DORA Art.26 (general) (Cited from memory; verify against live regulation text.); TIBER-EU:TIBER-EU v2 (general) (Cited from memory; verify against live framework text.)","Add an Introduction paragraph stating: (a) most Exercises are internal; (b) where an Exercise is run as a TIBER-EU / DORA TLPT, the TLPT addendum applies and overrides this SOP where they conflict; (c) the trigger criteria (entity in scope of DORA TLPT, designation by lead overseer).","S","Red team lead + Compliance","high"
"lifecycle-bhe-001","engagement-lifecycle-review; tiber-dora-alignment","engagement-lifecycle-review; tiber-dora-alignment","lifecycle-bhe-001; lifecycle-bhe-016; lifecycle-bhe-018; tdora-bhe-001","inputs/Methodology/BloodhoundEnterprise_Process_v0.1.docx","methodology","cross-cutting","Whole document","informational","improvement-opportunity","Tooling-process doc does not state which engagement type(s) consume BloodHound output","The document describes BloodHound Enterprise deployment, collection, analysis and remediation but never states which engagement type (Exercise / Operation / Threat Scenario) it feeds, beyond a passing reference: 'use the OPLOGS recommended in the Red Team Exercises process.'","A short 'Use in engagements' section stating which engagement types consume BHE attack-path data and at which lifecycle phase (e.g. recon/post-exploitation for Exercises, scenario planning for Threat Scenarios).","PTES:Pre-engagement Interactions / Intelligence Gathering (BHE output is an intelligence-gathering artefact whose engagement context should be explicit.); PTES:Pre-engagement Interactions — engagement identifiers; MITRE-ATTACK:Defensive use of attack-path graph during IR / hunt; TIBER-EU:TIBER-EU v2 (general) — supporting tooling does not itself constitute a TIBER phase; DORA-TLPT:DORA Art. 26 (general) — TLPT is on critical/important functions, not on individual tools","Add a 'Use in Engagements' section explicitly mapping BHE output into Exercise (recon, post-exploitation pathing), Operation (assumed-breach pathing) and Threat Scenario (joint walk-through of AD abuse paths) lifecycles, and state that BHE is a tooling methodology, not an engagement type itself.","S","Red team lead","high"
"lifecycle-research-001","engagement-lifecycle-review","engagement-lifecycle-review","lifecycle-research-001","inputs/Methodology/Research_Methodology_v0.2.docx","research-process","cross-cutting","Purpose & Objectives","informational","improvement-opportunity","Research methodology correctly positioned as cross-cutting; engagement-execution phases not applicable","""Support red team Exercises, Operations, and Threat Scenarios"" and ""Enable effective collaboration with defensive and purple teams"". The doc is a research / capability-development process, not an engagement SOP, so OSINT/TTI/RTT/assumed-breach phases are not expected here.","Cross-cutting research methodology that explicitly references all three engagement types and feeds the engagement lifecycle; engagement-execution phases are evaluated in the per-type SOPs.","PTES:PTES Pre-engagement Interactions / Intelligence Gathering (Research process is the upstream input to PTES intelligence-gathering for engagements.)","Keep the cross-cutting positioning; ensure engagement-specific SOPs reference this document so research provenance is auditable from any engagement deliverable.","S","Red team lead","high"
